"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","232","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:24 GMT 2025","passed","Tue Dec 30 12:30:24 GMT 2025","TestMemesEndpoints","Мемы","",""
"","470","Удалить отредактированный мем","tests","Tue Dec 30 12:30:24 GMT 2025","passed","Tue Dec 30 12:30:25 GMT 2025","TestMemes","Мемы","",""
"","241","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","232","Статус 400, если поле info не словарь","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","222","Авторизация с валидными кредами","tests","Tue Dec 30 12:30:26 GMT 2025","passed","Tue Dec 30 12:30:26 GMT 2025","TestMemesEndpoints","Мемы","",""
"","278","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:21 GMT 2025","passed","Tue Dec 30 12:30:21 GMT 2025","TestMemesEndpoints","Мемы","",""
"","256","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","228","Статус 400, если поле info не словарь","tests","Tue Dec 30 12:30:29 GMT 2025","passed","Tue Dec 30 12:30:29 GMT 2025","TestMemesEndpoints","Мемы","",""
"","239","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","634","Создать новый мем","tests","Tue Dec 30 12:30:22 GMT 2025","passed","Tue Dec 30 12:30:22 GMT 2025","TestMemes","Мемы","",""
"","268","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","560","Отредактировать мем","tests","Tue Dec 30 12:30:21 GMT 2025","passed","Tue Dec 30 12:30:21 GMT 2025","TestMemes","Мемы","",""
"","227","Статус 400, если поле text не строка","tests","Tue Dec 30 12:30:24 GMT 2025","passed","Tue Dec 30 12:30:25 GMT 2025","TestMemesEndpoints","Мемы","",""
"","228","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","252","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","270","Статус 400, если поле text не строка","tests","Tue Dec 30 12:30:29 GMT 2025","passed","Tue Dec 30 12:30:29 GMT 2025","TestMemesEndpoints","Мемы","",""
"","446","Повторно отредактировать мем","tests","Tue Dec 30 12:30:22 GMT 2025","passed","Tue Dec 30 12:30:23 GMT 2025","TestMemes","Мемы","",""
"","410","Статус 400 при отправке невалидных кредов","tests","Tue Dec 30 12:30:22 GMT 2025","passed","Tue Dec 30 12:30:22 GMT 2025","TestMemesEndpoints","Мемы","",""
"","237","Статус 400, если поле info не словарь","tests","Tue Dec 30 12:30:28 GMT 2025","passed","Tue Dec 30 12:30:28 GMT 2025","TestMemesEndpoints","Мемы","",""
"","229","Статус 400, если поле url не строка","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","218","Статус 400, если поле url не строка","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","234","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","237","Статус 400, если поле text не строка","tests","Tue Dec 30 12:30:25 GMT 2025","passed","Tue Dec 30 12:30:25 GMT 2025","TestMemesEndpoints","Мемы","",""
"","1126","Статус 403 при удалении чужого мема","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:32 GMT 2025","TestMemesEndpoints","Мемы","",""
"","243","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:23 GMT 2025","passed","Tue Dec 30 12:30:23 GMT 2025","TestMemesEndpoints","Мемы","",""
"","252","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","904","Отредактированный мем должен отображаться в списке мемов","tests","Tue Dec 30 12:30:24 GMT 2025","passed","Tue Dec 30 12:30:25 GMT 2025","TestMemes","Мемы","",""
"","245","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:27 GMT 2025","passed","Tue Dec 30 12:30:27 GMT 2025","TestMemesEndpoints","Мемы","",""
"","324","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:22 GMT 2025","passed","Tue Dec 30 12:30:23 GMT 2025","TestMemesEndpoints","Мемы","",""
"","930","Созданный мем должен отображаться в списке мемов","tests","Tue Dec 30 12:30:23 GMT 2025","passed","Tue Dec 30 12:30:24 GMT 2025","TestMemes","Мемы","",""
"","226","Статус 400, если поле url не строка","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","239","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","229","Статус 400, если поле info не словарь","tests","Tue Dec 30 12:30:28 GMT 2025","passed","Tue Dec 30 12:30:29 GMT 2025","TestMemesEndpoints","Мемы","",""
"","392","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:22 GMT 2025","passed","Tue Dec 30 12:30:22 GMT 2025","TestMemesEndpoints","Мемы","",""
"","236","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","226","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:25 GMT 2025","passed","Tue Dec 30 12:30:25 GMT 2025","TestMemesEndpoints","Мемы","",""
"","225","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:25 GMT 2025","passed","Tue Dec 30 12:30:26 GMT 2025","TestMemesEndpoints","Мемы","",""
"","226","Статус 400, если поле info не словарь","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","223","Статус 400, если поле tags не список","tests","Tue Dec 30 12:30:28 GMT 2025","failed","Tue Dec 30 12:30:29 GMT 2025","TestMemesEndpoints","Мемы","",""
"","234","Статус 400, если поле text не строка","tests","Tue Dec 30 12:30:25 GMT 2025","passed","Tue Dec 30 12:30:25 GMT 2025","TestMemesEndpoints","Мемы","",""
"","235","Статус 400, если поле text не строка","tests","Tue Dec 30 12:30:29 GMT 2025","passed","Tue Dec 30 12:30:29 GMT 2025","TestMemesEndpoints","Мемы","",""
"","243","Статус 400, если поле url не строка","tests","Tue Dec 30 12:30:26 GMT 2025","passed","Tue Dec 30 12:30:26 GMT 2025","TestMemesEndpoints","Мемы","",""
"","237","Статус 400, если поле url не строка","tests","Tue Dec 30 12:30:29 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","251","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","244","Статус 400, если поле text не строка","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","232","Статус 400, если поле text не строка","tests","Tue Dec 30 12:30:25 GMT 2025","passed","Tue Dec 30 12:30:25 GMT 2025","TestMemesEndpoints","Мемы","",""
"","242","Статус 400, если id в url и пэйлоуде не идентичны","tests","Tue Dec 30 12:30:29 GMT 2025","passed","Tue Dec 30 12:30:29 GMT 2025","TestMemesEndpoints","Мемы","",""
"","237","Статус 400, если поле text не строка","tests","Tue Dec 30 12:30:29 GMT 2025","passed","Tue Dec 30 12:30:29 GMT 2025","TestMemesEndpoints","Мемы","",""
"","219","Статус 400, если поле info не словарь","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","229","Статус 400, если поле url не строка","tests","Tue Dec 30 12:30:30 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","283","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:21 GMT 2025","passed","Tue Dec 30 12:30:22 GMT 2025","TestMemesEndpoints","Мемы","",""
"","260","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:23 GMT 2025","passed","Tue Dec 30 12:30:23 GMT 2025","TestMemesEndpoints","Мемы","",""
"","258","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:24 GMT 2025","passed","Tue Dec 30 12:30:25 GMT 2025","TestMemesEndpoints","Мемы","",""
"","252","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:22 GMT 2025","passed","Tue Dec 30 12:30:22 GMT 2025","TestMemesEndpoints","Мемы","",""
"","255","Статус 400, если поле url не строка","tests","Tue Dec 30 12:30:29 GMT 2025","passed","Tue Dec 30 12:30:30 GMT 2025","TestMemesEndpoints","Мемы","",""
"","238","Статус 400, если поле info не словарь","tests","Tue Dec 30 12:30:27 GMT 2025","passed","Tue Dec 30 12:30:28 GMT 2025","TestMemesEndpoints","Мемы","",""
"","236","Статус 404 при невалидном id мема","tests","Tue Dec 30 12:30:24 GMT 2025","passed","Tue Dec 30 12:30:24 GMT 2025","TestMemesEndpoints","Мемы","",""
"","234","Статус 400, если поле info не словарь","tests","Tue Dec 30 12:30:31 GMT 2025","passed","Tue Dec 30 12:30:31 GMT 2025","TestMemesEndpoints","Мемы","",""
"","330","Статус 400 при отправке невалидных кредов","tests","Tue Dec 30 12:30:20 GMT 2025","passed","Tue Dec 30 12:30:21 GMT 2025","TestMemesEndpoints","Мемы","",""
"","1104","Удаленный после редактирования мем не должен отображаться в списке мемов","tests","Tue Dec 30 12:30:25 GMT 2025","passed","Tue Dec 30 12:30:26 GMT 2025","TestMemes","Мемы","",""
